Hyperfind Name,Description,Cost Center,Org Unit,Employment Status,Schedule Group
SMH-6301090371-Pharm Residents,SMH-6301090371-Pharm Residents-6301090371,6301090371,Null,Y,Null
SMH-6301090372-Infusion Med Drugs,SMH-6301090372-Infusion Med Drugs-6301090372,6301090372,Null,Y,Null
SMH-6301090374-Pharm Research,SMH-6301090374-Pharm Research-6301090374,6301090374,Null,Y,Null
SMH-6301090421-Lab Admin,SMH-6301090421-Lab Admin-6301090421,6301090421,Null,Y,Null
SMH-6301090422-GO-Core Lab,SMH-6301090422-GO-Core Lab-6301090422,6301090422,Null,Y,Null
SMH-6301090423-Blood Bank,SMH-6301090423-Blood Bank-6301090423,6301090423,Null,Y,Null
SMH-6301090426-Anatomic Path,SMH-6301090426-Anatomic Path-6301090426,6301090426,Null,Y,Null
SMH-6301090724-EVS-Laundry and Linen,SMH-6301090724-EVS-Laundry and Linen-6301090724,6301090724,Null,Y,Null
SMH-6301091239-EVS-EVS,SMH-6301091239-EVS-EVS-6301091239,6301091239,Null,Y,Null
SMH-6301100106-Safety and Security,SMH-6301100106-Safety and Security-6301100106,6301100106,Null,Y,Null
SMH-6301100109-Parking,SMH-6301100109-Parking-6301100109,6301100109,Null,Y,Null
SMH-6301100215-Telecommunications,SMH-6301100215-Telecommunications-6301100215,6301100215,Null,Y,Null
SMH-6301100409-OccHealth,SMH-6301100409-OccHealth-6301100409,6301100409,Null,Y,Null
SMH-6301111106-Med Staff Spt,SMH-6301111106-Med Staff Spt-6301111106,6301111106,Null,Y,Null
SMH-6301112034-Mammography Phys,SMH-6301112034-Mammography Phys-6301112034,6301112034,Null,Y,Null
SMH-6301112544-Pri Care Phys,SMH-6301112544-Pri Care Phys-6301112544,6301112544,Null,Y,Null
SMH-6301113257-Tho Surg,SMH-6301113257-Tho Surg-6301113257,6301113257,Null,Y,Null
SMH-6304050443-EVS-MB EVS,SMH-6304050443-EVS-MB EVS-6304050443,6304050443,Null,Y,Null
SMH-6306050101-GO-Ops Admin,SMH-6306050101-GO-Ops Admin-6306050101,6306050101,Null,Y,Null
SMH-6306050104-GO-Plant Ops,SMH-6306050104-GO-Plant Ops-6306050104,6306050104,Null,Y,Null
SMH-6306050105-GO-Sales and Marketing,SMH-6306050105-GO-Sales and Marketing-6306050105,6306050105,Null,Y,Null
SMH-6306050107-GO-Nutrition Services,SMH-6306050107-GO-Nutrition Services-6306050107,6306050107,Null,Y,Null
SMH-6306050108-GO-Environmental Services,SMH-6306050108-GO-Environmental Services-6306050108,6306050108,Null,Y,Null
SMH-6306050109-GO-Senior Activities,SMH-6306050109-GO-Senior Activities-6306050109,6306050109,Null,Y,Null
SMH-6306050110-GO-SafeSec,SMH-6306050110-GO-SafeSec-6306050110,6306050110,Null,Y,Null
SMH-6306050111-GO-Nursing,SMH-6306050111-GO-Nursing-6306050111,6306050111,Null,Y,Null
SMH-6306050112-GO-Oasis,SMH-6306050112-GO-Oasis-6306050112,6306050112,Null,Y,Null
SMH-6306050113-GO-Assisted Living,SMH-6306050113-GO-Assisted Living-6306050113,6306050113,Null,Y,Null
SMH-All Pharmacy Cost Centers,SMH-All Pharmacy Cost Centers-6301090370 6301090371 6301090372 6301090374,6301090370#6301090371#6301090372#6301090374,Null,Y,Null
SMH-Endo-Team A,SMH-Endo-Team A-SMH Endo Team A,Null,Null,Y,SMH Endo Team A
SMH-Endo-Team B,SMH-Endo-Team B-SMH Endo Team B,Null,Null,Y,SMH Endo Team B
SMH-Endo-Team C,SMH-Endo-Team C-SMH Endo Team C,Null,Null,Y,SMH Endo Team C
SMH-FCCU-Blue Group,SMH-FCCU-Blue Group-SMH FCCU Blue,Null,Null,Y,SMH FCCU Blue
SMH-FCCU-Pink Group,SMH-FCCU-Pink Group-SMH FCCU Pink,Null,Null,Y,SMH FCCU Pink
SMH-FCCU-PRN Group,SMH-FCCU-PRN Group-SMH FCCU PRN,Null,Null,Y,SMH FCCU PRN
SMH-Infusion Pharm Group,SMH-Infusion Pharm Group-SMH Infusion Pharmacists,Null,Null,Y,SMH Infusion Pharmacists
SMH-Infusion Tech Group,SMH-Infusion Tech Group-SMH Infusion Pharmacy Technicians,Null,Null,Y,SMH Infusion Pharmacy Technicians
SMH-L and D-Agency Group,SMH-L and D-Agency Group- SMH LaborDeliv Agency,Null,Null,Y, SMH LaborDeliv Agency
SMH-L and D-Blue Group,SMH-L and D-Blue Group-,Null,Null,Y,Null
SMH-L and D-Pink Group,SMH-L and D-Pink Group- SMH LaborDeliv Pink,Null,Null,Y, SMH LaborDeliv Pink
SMH-L and D-PRN Group,SMH-L and D-PRN Group-,Null,Null,Y,Null
SMH-MED Onc-Group A,SMH-MED Onc-Group A- SMH Med Onc-Group A,Null,Null,Y, SMH Med Onc-Group A
SMH-MED Onc-Group B,SMH-MED Onc-Group B-SMH Med Onc-Group B,Null,Null,Y,SMH Med Onc-Group B
SMH-MED Onc-Group C,SMH-MED Onc-Group C-SMH Med Onc-Group C,Null,Null,Y,SMH Med Onc-Group C
SMH-WISFloatPool PRN,SMH-WISFloatPool PRN-,Null,Null,Y,Null
SMH-WISFloatPool RN,SMH-WISFloatPool RN-,Null,Null,Y,Null
Suburban Behav Health,Suburban Behav Health-6001156343,6001156343,Null,Y,Null
Suburban Hospital-Global,Suburban Hospital-Global-,Null,Null,Y,Null
Temporary Labor-Suburban,Temporary Labor-Suburban-,Null,Null,Y,Null
unit float RNS,unit float RNS-,Null,Null,Y,Null
xBCC  urton Vent-Group 1,xBCC-Burton Vent-Group 1- BMCN Group 1,Null,Null,Y, BMCN Group 1
xBCC  urton Vent-Group 2,xBCC-Burton Vent-Group 2- BMCN Group 2,Null,Null,Y, BMCN Group 2
xBCC  urton Vent-Group 3,xBCC-Burton Vent-Group 3- BMCN Group 3,Null,Null,Y, BMCN Group 3
xBCC  urton Vent-Last Group,xBCC-Burton Vent-Last Group- BMCN LAST,Null,Null,Y, BMCN LAST
xBCC  urton Vent-PERM 1,xBCC-Burton Vent-PERM 1- BMCN PERM,Null,Null,Y, BMCN PERM
xBCC  loat-PERM 1,xBCC-Float-PERM 1-,Null,Null,Y,Null
xBCC  BU-Group 1,xBCC-BU-Group 1-BMCN Group 1,Null,Null,Y,BMCN Group 1
xBCC  BU-Group 2,xBCC-BU-Group 2-BMCN Group 2,Null,Null,Y,BMCN Group 2
xBCC  BU-Group 3,xBCC-BU-Group 3-BMCN Group 3,Null,Null,Y,BMCN Group 3
xBCC  BU-LAST,xBCC-BU-LAST-BMCN LAST,Null,Null,Y,BMCN LAST
xBCC  BU-PERM,xBCC-BU-PERM-BMCN PERM,Null,Null,Y,BMCN PERM
xBCC  laza-Group1,xBCC-Plaza-Group1-4104657000 BMCN Group 1,4104657000,Null,Y,BMCN Group 1
xBCC  laza-PERM 1,xBCC-Plaza-PERM 1-4104657000 BMCN PERM,4104657000,Null,Y,BMCN PERM
xBCC  ehab Unit SHP-Group 1,xBCC-Rehab Unit SHP-Group 1-BMCN Group 1,Null,Null,Y,BMCN Group 1
xBCC  ehab Unit SHP-Group 2,xBCC-Rehab Unit SHP-Group 2-BMCN Group 2,Null,Null,Y,BMCN Group 2
xBCC  ehab Unit SHP-Group 3,xBCC-Rehab Unit SHP-Group 3-BMCN Group 3,Null,Null,Y,BMCN Group 3
xBCC  ehab Unit SHP-LAST,xBCC-Rehab Unit SHP-LAST-BMCN LAST,Null,Null,Y,BMCN LAST
xBCC  ehab Unit SHP-PERM,xBCC-Rehab Unit SHP-PERM-BMCN PERM,Null,Null,Y,BMCN PERM
xBCC  T-Group 3,xBCC-T-Group 3-BMCN Group 3,Null,Null,Y,BMCN Group 3
xBCC  T-Last Group,xBCC-T-Last Group-4003157402 BMCN LAST,4003157402,Null,Y,BMCN LAST
xBCC  T-PERM 1,xBCC-T-PERM 1-4003157402 BMCN PERM,4003157402,Null,Y,BMCN PERM
xBCC  T-Sign Up Group A,xBCC-T-Sign Up Group A-Sign up Group A,Null,Null,Y,Sign up Group A
xBCC  T-Sign up Group B,xBCC-T-Sign up Group B-Sign up Group B,Null,Null,Y,Sign up Group B
xBCC  T-Sign Up Group C,xBCC-T-Sign Up Group C- Bayview PRN,Null,Null,Y, Bayview PRN
xBCC  HP-PERM 1,xBCC-HP-PERM 1-BMCN PERM,Null,Null,Y,BMCN PERM
xBCC  errace-PERM 1,xBCC-errace-PERM 1-BMCN PERM,Null,Null,Y,BMCN PERM
xBCC  ound Team-Group 1,xBCC-Round Team-Group 1-BMCN Group 1,Null,Null,Y,BMCN Group 1
xBCC  ound Team-Group 2,xBCC-Round Team-Group 2-BMCN Group 2,Null,Null,Y,BMCN Group 2
xBCC  ound Team-Group 3,xBCC-Round Team-Group 3-BMCN Group 3,Null,Null,Y,BMCN Group 3
xBCC  ound Team-LAST,xBCC-Round Team-LAST-BMCN LAST,Null,Null,Y,BMCN LAST
xBCC  ound Team-PERM 1,xBCC-Round Team-PERM 1-BMCN PERM,Null,Null,Y,BMCN PERM
xBMCN-6 Surg-Group 1,xBMCN-6 Surg-Group 1-4007257003 BMCN Group 1,4007257003,Null,Y,BMCN Group 1
xBMCN-6 Surg-Group 2,xBMCN-6 Surg-Group 2-4007257003 BMCN Group 2,4007257003,Null,Y,BMCN Group 2
xBMCN-6 Surg-Group 3,xBMCN-6 Surg-Group 3-4007257003 BMCN Group 3,4007257003,Null,Y,BMCN Group 3
xBMCN-6 Surg-Last Group,xBMCN-6 Surg-Last Group-4007257003 BMCN LAST,4007257003,Null,Y,BMCN LAST
xBMCN-6 Surg-PERM 1,xBMCN-6 Surg-PERM 1-4007257003 BMCN PERM,4007257003,Null,Y,BMCN PERM
xBMCN-APU-Group 1,xBMCN-APU-Group 1-4005757000 BMCN Group 1,4005757000,Null,Y,BMCN Group 1
xBMCN-APU-Group 2,xBMCN-APU-Group 2-4005757000 BMCN Group 2,4005757000,Null,Y,BMCN Group 2
xBMCN-APU-Group 3,xBMCN-APU-Group 3-4005757000 BMCN Group 3,4005757000,Null,Y,BMCN Group 3
xBMCN-APU-PERM 1,xBMCN-APU-PERM 1-4005757000 BMCN PERM,4005757000,Null,Y,BMCN PERM
xBMCN-ASU-Group 1,xBMCN-ASU-Group 1-4007257200 BMCN Group 1,4007257200,Null,Y,BMCN Group 1
xBMCN-ASU-Group 2,xBMCN-ASU-Group 2-4007257200 BMCN Group 2,4007257200,Null,Y,BMCN Group 2
xBMCN-ASU-Group 3,xBMCN-ASU-Group 3-4007257200 BMCN Group 3,4007257200,Null,Y,BMCN Group 3
xBMCN-ASU-Last Group,xBMCN-ASU-Last Group-4007257200 BMCN LAST,4007257200,Null,Y,BMCN LAST
xBMCN-ASU-PERM 1,xBMCN-ASU-PERM 1-4007257200 BMCN PERM,4007257200,Null,Y,BMCN PERM
xBMCN-BICU-Group 1,xBMCN-BICU-Group 1-4007157000 BMCN Group 1,4007157000,Null,Y,BMCN Group 1
xBMCN-BICU-Group 2,xBMCN-BICU-Group 2-4007157000 BMCN Group 2,4007157000,Null,Y,BMCN Group 2
xBMCN-BICU-Group 3,xBMCN-BICU-Group 3-4007157000 BMCN Group 3,4007157000,Null,Y,BMCN Group 3
xBMCN-BICU-PERM 1,xBMCN-BICU-PERM 1-4007157000 BMCN PERM,4007157000,Null,Y,BMCN PERM
xBMCN-Burton 4-Group 1,xBMCN-Burton 4-Group 1-4004657018 BMCN Group 1,4004657018,Null,Y,BMCN Group 1
xBMCN-Burton 4-Group 2,xBMCN-Burton 4-Group 2-4004657018 BMCN Group 2,4004657018,Null,Y,BMCN Group 2
xBMCN-Burton 4-Group 3,xBMCN-Burton 4-Group 3-4004657018 BMCN Group 3,4004657018,Null,Y,BMCN Group 3
xBMCN-Burton 4-Last Group,xBMCN-Burton 4-Last Group-4004657018 BMCN LAST,4004657018,Null,Y,BMCN LAST
xBMCN-Burton 4-PERM,xBMCN-Burton 4-PERM-4004657018 BMCN PERM,4004657018,Null,Y,BMCN PERM
xBMCN-BWU-Group 1,xBMCN-BWU-Group 1-4007157001 BMCN Group 1,4007157001,Null,Y,BMCN Group 1
xBMCN-BWU-Group 2,xBMCN-BWU-Group 2-4007157001 BMCN Group 2,4007157001,Null,Y,BMCN Group 2
xBMCN-BWU-Group 3,xBMCN-BWU-Group 3-4007157001 BMCN Group 3,4007157001,Null,Y,BMCN Group 3
xBMCN-BWU-PERM 1,xBMCN-BWU-PERM 1-4007157001 BMCN PERM,4007157001,Null,Y,BMCN PERM
xBMCN-CBMU-Group 1,xBMCN-CBMU-Group 1-4004657010 BMCN Group 1,4004657010,Null,Y,BMCN Group 1
xBMCN-CBMU-Group 2,xBMCN-CBMU-Group 2-4004657010 BMCN Group 2,4004657010,Null,Y,BMCN Group 2
xBMCN-CBMU-Group 3,xBMCN-CBMU-Group 3-4004657010 BMCN Group 3,4004657010,Null,Y,BMCN Group 3
xBMCN-CBMU-PERM 1,xBMCN-CBMU-PERM 1-4004657010 BMCN PERM,4004657010,Null,Y,BMCN PERM
xBMCN-CDU-Group 1,xBMCN-CDU-Group 1-4004657001 BMCN Group 1,4004657001,Null,Y,BMCN Group 1
xBMCN-CDU-Group 2,xBMCN-CDU-Group 2-4004657001 BMCN Group 2,4004657001,Null,Y,BMCN Group 2
xBMCN-CDU-PERM 1,xBMCN-CDU-PERM 1-4004657001 BMCN PERM,4004657001,Null,Y,BMCN PERM
xBMCN-CDU INTAKE-PERM 1,xBMCN-CDU INTAKE-PERM 1-4004657000 BMCN PERM,4004657000,Null,Y,BMCN PERM
xBMCN-CDU OP DETOX-PERM 1,xBMCN-CDU OP DETOX-PERM 1-4004657407 BMCN PERM,4004657407,Null,Y,BMCN PERM
xBMCN-Cent Sterile-PERM 1,xBMCN-Cent Sterile-PERM 1-4000450400 BMCN PERM,4000450400,Null,Y,BMCN PERM
xBMCN-CICU-Group 1,xBMCN-CICU-Group 1-4004657002 BMCN Group 1,4004657002,Null,Y,BMCN Group 1
xBMCN-CICU-Group 2,xBMCN-CICU-Group 2-4004657002 BMCN Group 2,4004657002,Null,Y,BMCN Group 2
xBMCN-CICU-Group 3,xBMCN-CICU-Group 3-4004657002 BMCN Group 3,4004657002,Null,Y,BMCN Group 3
xBMCN-CICU-Last Group,xBMCN-CICU-Last Group-4004657002 BMCN LAST,4004657002,Null,Y,BMCN LAST
xBMCN-CICU-PERM 1,xBMCN-CICU-PERM 1-4004657002 BMCN PERM,4004657002,Null,Y,BMCN PERM
xBMCN-ED-Group 1,xBMCN-ED-Group 1-BMCN Group 1,Null,Null,Y,BMCN Group 1
xBMCN-ED-Group 2,xBMCN-ED-Group 2-BMCN Group 2,Null,Null,Y,BMCN Group 2
xBMCN-ED-Group 3,xBMCN-ED-Group 3-BMCN Group 3,Null,Null,Y,BMCN Group 3
xBMCN-ED-Last Group,xBMCN-ED-Last Group-BMCN LAST,Null,Null,Y,BMCN LAST
xBMCN-ED-PERM 1,xBMCN-ED-PERM 1-BMCN PERM,Null,Null,Y,BMCN PERM
xBMCN-Escort-Group 1,xBMCN-Escort-Group 1-4000550306 BMCN Group 1,4000550306,Null,Y,BMCN Group 1
xBMCN-Escort-PERM 1,xBMCN-Escort-PERM 1-4000550306 BMCN PERM,4000550306,Null,Y,BMCN PERM
xBMCN-Float-Group 1,xBMCN-Float-Group 1-4001350400 4500150306 BMCN Group 1,4001350400#4500150306,Null,Y,BMCN Group 1
xBMCN-Float-Group 2,xBMCN-Float-Group 2-4001350400 4500150306 BMCN Group 2,4001350400#4500150306,Null,Y,BMCN Group 2
xBMCN-Float-Group 3,xBMCN-Float-Group 3-4001350400 4500150306 BMCN Group 3,4001350400#4500150306,Null,Y,BMCN Group 3
xBMCN-Float-Last Group,xBMCN-Float-Last Group-4001350400 4500150306 BMCN LAST,4001350400#4500150306,Null,Y,BMCN LAST
xBMCN-Float-PERM 1,xBMCN-Float-PERM 1-4001350400 4500150306 BMCN PERM,4001350400#4500150306,Null,Y,BMCN PERM
xBMCN-Med A-Group 1,xBMCN-Med A-Group 1-4004657004 BMCN Group 1,4004657004,Null,Y,BMCN Group 1
xBMCN-Med A-Group 2,xBMCN-Med A-Group 2-4004657004 BMCN Group 2,4004657004,Null,Y,BMCN Group 2
xBMCN-Med A-Group 3,xBMCN-Med A-Group 3-4004657004 BMCN Group 3,4004657004,Null,Y,BMCN Group 3
xBMCN-Med A-Last Group,xBMCN-Med A-Last Group-4004657004 BMCN LAST,4004657004,Null,Y,BMCN LAST
xBMCN-Med A-PERM 1,xBMCN-Med A-PERM 1-4004657004 BMCN PERM,4004657004,Null,Y,BMCN PERM
xBMCN-Med B-Group 1,xBMCN-Med B-Group 1-4004657005 BMCN Group 1,4004657005,Null,Y,BMCN Group 1
xBMCN-Med B-Group 2,xBMCN-Med B-Group 2-4004657005 BMCN Group 2,4004657005,Null,Y,BMCN Group 2
xBMCN-Med B-Group 3,xBMCN-Med B-Group 3-4004657005 BMCN Group 3,4004657005,Null,Y,BMCN Group 3
xBMCN-Med B-Last Group,xBMCN-Med B-Last Group-4004657005 BMCN LAST,4004657005,Null,Y,BMCN LAST
xBMCN-Med B-PERM 1,xBMCN-Med B-PERM 1-4004657005 BMCN PERM,4004657005,Null,Y,BMCN PERM
xBMCN-Med D-Group 1,xBMCN-Med D-Group 1-4004657021 BMCN Group 1,4004657021,Null,Y,BMCN Group 1
xBMCN-Med D-Group 2,xBMCN-Med D-Group 2-4004657021 BMCN Group 2,4004657021,Null,Y,BMCN Group 2
xBMCN-Med D-Group 3,xBMCN-Med D-Group 3-4004657021 BMCN Group 3,4004657021,Null,Y,BMCN Group 3
xBMCN-Med D-Last Group,xBMCN-Med D-Last Group-4004657021 BMCN LAST,4004657021,Null,Y,BMCN LAST
xBMCN-Med D-PERM 1,xBMCN-Med D-PERM 1-4004657021 BMCN PERM,4004657021,Null,Y,BMCN PERM
