Hyperfind Name,Description,Cost Center,Org Unit,Employment Status,Schedule Group
SH-6001116029-SH 3200,Null,6001116029,Null,Y,Null
SH-6001126340-ICU,Null,6001126340,Null,Y,Null
SH-6001126341-STEPDOWN,Null,6001126341,Null,Y,Null
SH-6001136381-PEDIATRICS,Null,6001136381,Null,Y,Null
SH-6001146280-CARDIOLOGY,Null,6001146280,Null,Y,Null
SH-6001156013-ADT-REHAB,Null,6001156013,Null,Y,Null
SH-6001156343-BHU,Null,6001156343,Null,Y,Null
SH-6001206375-TRAUMA,Null,6001206375,Null,Y,Null
SH-6001206377-CDU,Null,6001206377,Null,Y,Null
SH-6001206378-ER-TRAUMA,Null,6001206378,Null,Y,Null
SH-6001208683-SH ER SPECIALTY CARE UNIT,Null,6001208683,Null,Y,Null
SH-6001316357-OR-OPHTH,Null,6001316357,Null,Y,Null
SH-6001316358-OR-NEURO,Null,6001316358,Null,Y,Null
SH-6001316360-OR ADMIN,Null,6001316360,Null,Y,Null
SH-6001316363-CV OR,Null,6001316363,Null,Y,Null
SH-6001326362-OR MINOR,Null,6001326362,Null,Y,Null
SH-6001326372-IVF,Null,6001326372,Null,Y,Null
SH-6001336361-PRESURGICAL TST,Null,6001336361,Null,Y,Null
SH-6001336365-PACU,Null,6001336365,Null,Y,Null
SH-6001337435-ANESTHESIA,Null,6001337435,Null,Y,Null
SH-6001338465-STERILE PROCESS,Null,6001338465,Null,Y,Null
SH-6001338718-RNFA,Null,6001338718,Null,Y,Null
SH-6001406022-FLOATS HOME,Null,6001406022,Null,Y,Null
SH-6001406373-NOT USED,Null,6001406373,Null,Y,Null
SH-6001408750-NURSING ADMIN,Null,6001408750,Null,Y,Null
SH-6001408751-NURSING ED,Null,6001408751,Null,Y,Null
SH-6001508350-CARE COORDINATIO,Null,6001508350,Null,Y,Null
SH-6001508620-EMPLOYEE HEALTH,Null,6001508620,Null,Y,Null
SH-6001508652-ELDERWELL,Null,6001508652,Null,Y,Null
SH-6001606025-OUTPATIENT INF,Null,6001606025,Null,Y,Null
SH-6001606030-DIALYSIS,Null,6001606030,Null,Y,Null
SH-6001606345-DAY TREATMENT,Null,6001606345,Null,Y,Null
SH-6001606346-CRISIS INTERVENT,Null,6001606346,Null,Y,Null
SH-6001606347-RAP RESP TEAM,Null,6001606347,Null,Y,Null
SH-6001607436-RESPIRATORY THER,Null,6001607436,Null,Y,Null
SH-6001608674-ATC CO YOUNG AD,Null,6001608674,Null,Y,Null
SH-6001608675-ATC MONTROSE,Null,6001608675,Null,Y,Null
SH-6002107402-ROUTINE CORELAB,Null,6002107402,Null,Y,Null
SH-6002107404-MICROBIOLOGY,Null,6002107404,Null,Y,Null
SH-6002107405-PATHOLOGY,Null,6002107405,Null,Y,Null
SH-6002107406-OUTREACH LAB,Null,6002107406,Null,Y,Null
SH-6002107408 -PHLEBOTOMY,Null,6002107408,Null,Y,Null
SH-6002107409-LAB ADMIN,Null,6002107409,Null,Y,Null
SH-6002107410-BLOOD BANK,Null,6002107410,Null,Y,Null
SH-6002107503-LAB OPMC,Null,6002107503,Null,Y,Null
SH-6002207420-RADIOLOGY ADMIN,Null,6002207420,Null,Y,Null
SH-6002207421-RADIOLOGY,Null,6002207421,Null,Y,Null
SH-6002207422-CT SCAN,Null,6002207422,Null,Y,Null
SH-6002207424-NUCLEAR MED,Null,6002207424,Null,Y,Null
SH-6002207426-INTERVENT ANGIO,Null,6002207426,Null,Y,Null
SH-6002207428-MRI,Null,6002207428,Null,Y,Null
SH-6002207430-ULTRASOUND,Null,6002207430,Null,Y,Null
SH-6002307437-PHYSICAL THERAPY,Null,6002307437,Null,Y,Null
SH-6002307438-OCC THERAPY,Null,6002307438,Null,Y,Null
SH-6002307439-ORTHO SERVICES,Null,6002307439,Null,Y,Null
SH-6002307442-SPEECH THERAPY,Null,6002307442,Null,Y,Null
SH-6002407414-CARDIAC REHAB,Null,6002407414,Null,Y,Null
SH-6002407415-EKG,Null,6002407415,Null,Y,Null
SH-6002407416-EEG,Null,6002407416,Null,Y,Null
SH-6002407417-CV ADMIN,Null,6002407417,Null,Y,Null
SH-6002407450-CV SHORT STAY,Null,6002407450,Null,Y,Null
SH-6002407456-CATH LAB 3300,Null,6002407456,Null,Y,Null
SH-6002407474-VEIN-VASC CTR,Null,6002407474,Null,Y,Null
SH-6002506026-STROKE,Null,6002506026,Null,Y,Null
SH-6002506285-CANCER CENTER,Null,6002506285,Null,Y,Null
SH-6002507502-RAD THERAP-ACC,Null,6002507502,Null,Y,Null
SH-6002508470-PHARMACY,Null,6002508470,Null,Y,Null
SH-6002508752-CLIN SUPP SVCS,Null,6002508752,Null,Y,Null
SH-6003107448-LIPID LAB,Null,6003107448,Null,Y,Null
SH-6003107477-NIH STROKE,Null,6003107477,Null,Y,Null
SH-6003507481-ISCHEMIC,Null,6003507481,Null,Y,Null
SH-6003507484-ODYSSEY,Null,6003507484,Null,Y,Null
SH-6003507486-AMGEN RES,Null,6003507486,Null,Y,Null
SH-6003507489-PUMA,Null,6003507489,Null,Y,Null
SH-6003507493-CSA-AKI,Null,6003507493,Null,Y,Null
SH-6003507494-EVARREST,Null,6003507494,Null,Y,Null
SH-6003508688-CAPRES,Null,6003508688,Null,Y,Null
SH-6004008102-DIV-SUP CH MGMT,Null,6004008102,Null,Y,Null
SH-6004008310-PAT FOOD SVCS,Null,6004008310,Null,Y,Null
SH-6004008311-CAFETER-PANTRY,Null,6004008311,Null,Y,Null
SH-6004008318 -MEDIA-CONF SVCS,Null,6004008318,Null,Y,Null
SH-6004008330-LAUNDRY-LINEN,Null,6004008330,Null,Y,Null
SH-6004008331-LINEN,Null,6004008331,Null,Y,Null
SH-6004008410-PLANT OPERATION,Null,6004008410,Null,Y,Null
SH-6004008411-MAINT-ENGIN,Null,6004008411,Null,Y,Null
SH-6004008412-FACILITIES IMPRO,Null,6004008412,Null,Y,Null
SH-6004008450-HOUSEKEEPING,Null,6004008450,Null,Y,Null
SH-6004008460-DISTRIBUTION,Null,6004008460,Null,Y,Null
SH-6004008541-SECURITY,Null,6004008541,Null,Y,Null
SH-6004008543-TRANSPORTATION,Null,6004008543,Null,Y,Null
SH-6004008690-SUPPLY CHAIN,Null,6004008690,Null,Y,Null
SH-6005108510-ACCOUNTING,Null,6005108510,Null,Y,Null
SH-6005108516-FINANCE,Null,6005108516,Null,Y,Null
SH-6005108520-PATIENT ACCTS,Null,6005108520,Null,Y,Null
SH-6005108523-CASH R/D,Null,6005108523,Null,Y,Null
SH-6005108524-PAT ACCESS-FCS,Null,6005108524,Null,Y,Null
SH-6005108525-PAT ACCESS-ADM,Null,6005108525,Null,Y,Null
SH-6005208618-HUMAN RESOURCES,Null,6005208618,Null,Y,Null
SH-6005208917-HR RECRUITMENT,Null,6005208917,Null,Y,Null
SH-6005308615-TELECOM,Null,6005308615,Null,Y,Null
SH-6005308621-DATA PROC,Null,6005308621,Null,Y,Null
SH-6005308697-INFO SYSTEMS TEC,Null,6005308697,Null,Y,Null
SH-6005408612-COMMUNICATIONS,Null,6005408612,Null,Y,Null
SH-6005408613-PLANNING,Null,6005408613,Null,Y,Null
SH-6005408614-VOLUNTEERS,Null,6005408614,Null,Y,Null
SH-6005408616-GIFT SHOP,Null,6005408616,Null,Y,Null
SH-6005408627-SAFETY,Null,6005408627,Null,Y,Null
SH-6005408630-LIFELINE,Null,6005408630,Null,Y,Null
SH-6005408636-SUB CALL CENTER,Null,6005408636,Null,Y,Null
SH-6005408658-OASIS MONTGOMERY,Null,6005408658,Null,Y,Null
SH-6005408678-HEARTWELL,Null,6005408678,Null,Y,Null
SH-6005408681-OFC PT FAM EXP,Null,6005408681,Null,Y,Null
SH-6005408710-MEDICAL RECORDS,Null,6005408710,Null,Y,Null
SH-6005408712-CLINIC DOC IMP,Null,6005408712,Null,Y,Null
SH-6005505992-BAD DEBT,Null,6005505992,Null,Y,Null
SH-6006106026-STROKE,Null,6006106026,Null,Y,Null
SH-6006106340-ICU,Null,6006106340,Null,Y,Null
SH-6006106351-ENT,Null,6006106351,Null,Y,Null
SH-6006106353-UROLOGY,Null,6006106353,Null,Y,Null
SH-6006106375-TRAUMA,Null,6006106375,Null,Y,Null
SH-6006107415-EKG,Null,6006107415,Null,Y,Null
SH-6006107417-CV ADMIN,Null,6006107417,Null,Y,Null
SH-6006107435-ANESTHESIA,Null,6006107435,Null,Y,Null
SH-6006107536-BREAST,Null,6006107536,Null,Y,Null
SH-6006108605-CORPORATE,Null,6006108605,Null,Y,Null
SH-6006108721-MEDICAL STAFF,Null,6006108721,Null,Y,Null
SH-6006108756-DIABETES,Null,6006108756,Null,Y,Null
SH-6007107380-UBIT,Null,6007107380,Null,Y,Null
SH-6007108610-ADMINISTRATION,Null,6007108610,Null,Y,Null
SH-6008100000-NON DEPT,Null,6008100000,Null,Y,Null
SH-6008108605-CORPORATE,Null,6008108605,Null,Y,Null
SH-6008108619-ACTION,Null,6008108619,Null,Y,Null
SH-6008108999-NON DEPT,Null,6008108999,Null,Y,Null
SH-6015408656-FND FOUNDATION,Null,6015408656,Null,Y,Null
SH-6021337900-PA PHYSI ASSIST,Null,6021337900,Null,Y,Null
SH-6021337910-PA PHYS ASST CV,Null,6021337910,Null,Y,Null
SH-6111336800-SC OUTPAT SURG,Null,6111336800,Null,Y,Null
SHHS - BHU Excluded,Null,6001156343,Null,Y,Null
SHHS - BHU/OR Excluded,Null,6001156343,Null,Y,Null
SHHS - Non-Scheduling Users,Null,Null,Null,Y,Null
SHHS - OR,Null,6001316360#6001337435,Null,Y,Null
SHP VU Burton 1,Null,Null,10002309,Y,Null
SHP Wound Team,Null,Null,10002317,Y,Null
Sibley Grand Oaks,Null,Null,Null,Y,Null
SMH ASRs,Null,Null,Null,Y,SMH ASRs
SMH CNA - Day,Null,Null,Null,Y,SMH CNA - Day
SMH CNA - Night,Null,Null,Null,Y,SMH CNA - Night
SMH Periop Group A,Null,Null,Null,Y,SMH Periop Group A
SMH Periop Group B,Null,Null,Null,Y,SMH Periop Group B
SMH Periop Group C,Null,Null,Null,Y,SMH Periop Group C
SMH REN - Exempt,Null,Null,Null,Y,SMH REN Exempt
SMH SASC Group A,Null,Null,Null,Y, SMH SASC Group A
SMH SASC Group B,Null,Null,Null,Y, SMH SASC Group B
SMH SASC Group C,Null,Null,Null,Y, SMH SASC Group C
SMH-6301010203-Senior Assoc,Null,6301010203,Null,Y,Null
SMH-6301020131-OperatingRoom,Null,6301020131,Null,Y,Null
SMH-6301020132-PACU,Null,6301020132,Null,Y,Null
SMH-6301020133-SterileProcessing,Null,6301020133,Null,Y,Null
SMH-6301020134-SibleyAmbSurgCtr,Null,6301020134,Null,Y,Null
SMH-6301020135-2APrePostSurg,Null,6301020135,Null,Y,Null
SMH-6301020138-Surg Posting,Null,6301020138,Null,Y,Null
SMH-6301020140-PreSurgTestingCtr,Null,6301020140,Null,Y,Null
SMH-6301020144-Endoscopy,Null,6301020144,Null,Y,Null
SMH-6301020145-Endo Recovery,Null,6301020145,Null,Y,Null
SMH-6301020149-Anesthesia,Null,6301020149,Null,Y,Null
SMH-6301020221-5B,Null,6301020221,Null,Y,Null
SMH-6301020224-Emergency Medicine,Null,6301020224,Null,Y,Null
SMH-6301020227-Transport,Null,6301020227,Null,Y,Null
SMH-6301020242-Resp Ther,Null,6301020242,Null,Y,Null
SMH-6301020271-Hem Onc,Null,6301020271,Null,Y,Null
SMH-6301020271-Hematology Oncology,Null,6301020271,Null,Y,Null
SMH-6301020351-6B,Null,6301020351,Null,Y,Null
SMH-6301020355-7B,Null,6301020355,Null,Y,Null
SMH-6301020412-FamilyCtrdCare,Null,6301020412,Null,Y,Null
SMH-6301020413-SpecCareNursery,Null,6301020413,Null,Y,Null
SMH-6301020415-ChildbirthEdu,Null,6301020415,Null,Y,Null
SMH-6301020428-MaternalFetalMed,Null,6301020428,Null,Y,Null
SMH-6301020503-PCC,Null,6301020503,Null,Y,Null
SMH-6301020504-Safety Sitter,Null,6301020504,Null,Y,Null
SMH-6301020507-Nursing PRN Pool,Null,Null,Null,Y,Null
SMH-6301020601-Onc Svc Line Admin,Null,6301020601,Null,Y,Null
SMH-6301020605-Rad Therapy,Null,6301020605,Null,Y,Null
SMH-6301020606-Unity Health,Null,6301020606,Null,Y,Null
SMH-6301020641-Med Onc Clinic,Null,6301020641,Null,Y,Null
SMH-6301020642-Med Onc,Null,6301020642,Null,Y,Null
SMH-6301020643-Proton Therapy,Null,6301020643,Null,Y,Null
SMH-6301020961-Renaissance,Null,6301020961,Null,Y,Null
SMH-6301030483-Case Cor,Null,6301030483,Null,Y,Null
SMH-6301040113-JHUSOM Thor Surg,Null,6301040113,Null,Y,Null
SMH-6301040125-JHUSOM Dr Smith,Null,6301040125,Null,Y,Null
SMH-6301060147-GI Sib JHU Prac,Null,6301060147,Null,Y,Null
SMH-6301060204-Diag Fluoro,Null,6301060204,Null,Y,Null
SMH-6301060206-IRCV,Null,6301060206,Null,Y,Null
SMH-6301060206-SpecialProc,Null,6301060206,Null,Y,Null
SMH-6301060207-Ultrasound,Null,6301060207,Null,Y,Null
SMH-6301060208-BreastCenter,Null,6301060208,Null,Y,Null
SMH-6301060209-MRI,Null,6301060209,Null,Y,Null
SMH-6301060210-Nuclear Med,Null,6301060210,Null,Y,Null
SMH-6301060211-Xray Admin,Null,6301060211,Null,Y,Null
SMH-6301060213-PACS RIS,Null,6301060213,Null,Y,Null
SMH-6301060214-CT Imaging,Null,6301060214,Null,Y,Null
SMH-6301060215-MOB Rad Gen Diag,Null,6301060215,Null,Y,Null
SMH-6301060216-MOB Rad Ultrasound,Null,6301060216,Null,Y,Null
SMH-6301060217-MOB Rad Ct,Null,6301060217,Null,Y,Null
SMH-6301060219-MOB Rad Admin,Null,6301060219,Null,Y,Null
SMH-6301060262-Cardio Non Inv,Null,6301060262,Null,Y,Null
SMH-6301060263-Sleep Center,Null,6301060263,Null,Y,Null
SMH-6301060263-Sleep Ctr,Null,6301060263,Null,Y,Null
SMH-6301060267-Electroneurodiag,Null,6301060267,Null,Y,Null
SMH-6301080178-InfoTechnology,Null,6301080178,Null,Y,Null
SMH-6301090109-Volunteers,Null,6301090109,Null,Y,Null
SMH-6301090212-Chap Svcs,Null,6301090212,Null,Y,Null
SMH-6301090370-Pharmacy,Null,6301090370,Null,Y,Null
SMH-6301090371-Pharm Residents,Null,6301090371,Null,Y,Null
SMH-6301090372-Infusion Med Drugs,Null,6301090372,Null,Y,Null
SMH-6301090374-Pharm Research,Null,6301090374,Null,Y,Null
SMH-6301090421-Lab Admin,Null,6301090421,Null,Y,Null
SMH-6301090422-GO-Core Lab,Null,6301090422,Null,Y,Null
SMH-6301090423-Blood Bank,Null,6301090423,Null,Y,Null
SMH-6301090426-Anatomic Path,Null,6301090426,Null,Y,Null
SMH-6301090724-EVS-Laundry and Linen,Null,6301090724,Null,Y,Null
SMH-6301091239-EVS-EVS,Null,6301091239,Null,Y,Null
SMH-6301100106-Safety and Security,Null,6301100106,Null,Y,Null
SMH-6301100109-Parking,Null,6301100109,Null,Y,Null
SMH-6301100215-Telecommunications,Null,6301100215,Null,Y,Null
SMH-6301100409-OccHealth,Null,6301100409,Null,Y,Null
SMH-6301111106-Med Staff Spt,Null,6301111106,Null,Y,Null
